-0.0040216,0.0078201,3.5132,0.015647,0.013103,3.4997,3.5208,3.5079,-0.008483,-0.011459
0.014754,0.031095,6.3954,0.010604,0.005209,6.3989,6.4107,6.4048,0.01547,-0.0059246
0.0026499,-0.0051804,8.0144,0.019792,0.0020793,8.0131,8.0288,8.0249,0.0026827,-0.0095058
-0.00351,-0.0012527,6.6677,-0.013354,0.0056824,6.6709,6.6548,6.6581,-0.010154,-0.0069827
-0.00551,-0.0044372,8.297,-0.0083238,-0.0056261,8.2753,8.2924,8.3007,-0.011827,-0.014252
0.012774,-0.017784,5.5515,-0.0053139,-0.0014963,5.542,5.5549,5.533,-0.015672,-0.016754
-0.0080799,0.0023885,2.3648,0.0076177,0.0006547,2.3819,2.3828,2.3901,0.003897,0.0030197
0.010609,-0.0053107,8.048,-0.022145,0.0040282,8.0264,8.04,8.0439,-0.017421,-0.011739
0.011933,-0.019712,3.8332,-0.0080096,0.008375,3.8526,3.8435,3.8451,0.0087666,0.012087
0.004718,-0.00080584,3.7324,0.011375,-0.00039068,3.7298,3.7176,3.7325,0.0069752,0.0047765
0.019773,0.0036064,1.2796,0.0060875,-0.020744,1.2724,1.2943,1.2846,-0.022695,0.0051744
0.0026475,-0.00078962,5.3342,-0.013917,-0.0097206,5.3243,5.3469,5.3177,-0.0025785,0.022517
0.015942,-0.004508,4.2006,-0.014089,-0.006296,4.1932,4.1962,4.2046,0.013876,-0.0037169
0.0098459,0.012343,4.407,0.0039459,0.0049369,4.4151,4.4134,4.4085,0.007545,0.012344
0.012597,0.0031714,7.1354,-0.0037965,-0.0085206,7.1594,7.1481,7.1538,0.010164,-0.0086605
-0.015098,0.0080139,5.1779,-0.022745,-0.010318,5.1659,5.182,5.17,-0.009469,0.0018243
0.012757,-0.0052764,3.3291,-0.013827,0.0055166,3.3425,3.3399,3.3164,-0.010063,0.0034705
0.0030074,-0.0014365,7.5999,-0.01196,0.011107,7.5959,7.591,7.5998,-0.0098572,-0.016779
-0.0036242,0.0027539,5.4726,-0.0042068,0.0017152,5.4737,5.4659,5.4767,-0.010398,-0.010581
0.020571,0.0018785,4.8361,0.016923,0.009481,4.8669,4.8537,4.864,-0.0048961,-0.0096901
0.011595,-0.0099869,3.2936,-0.014696,0.010901,3.293,3.2688,3.2792,-0.0038934,0.0077661
0.010668,0.013798,3.7652,0.0015926,0.0029988,3.7626,3.7479,3.761,-0.0045534,0.0089901
0.0018429,-0.013168,6.6958,-0.0036514,-0.0033649,6.6903,6.6939,6.691,-0.0062726,0.010421
-0.0048758,0.011046,10.318,0.012751,-0.0083034,10.315,10.334,10.3,0.00092989,0.020952
-0.015598,0.0093101,3.7251,-0.017082,0.011364,3.7263,3.7175,3.7125,0.022128,0.002018
0.012797,-0.016027,2.1854,-0.01438,0.020139,2.1848,2.1643,2.1834,0.01208,0.0017016
0.0014522,-0.015661,2.6402,-0.0013389,-0.0053657,2.6425,2.6343,2.6503,-0.010613,0.0086267
-0.004839,0.0045116,7.8293,0.010511,0.0045292,7.8327,7.8448,7.812,-0.010775,0.0015371
0.015194,-0.0018863,9.0422,-0.0090078,0.015675,9.0363,9.0334,9.0505,-0.0023817,0.012611
-0.0011829,0.0078045,8.9121,0.017558,0.016628,8.8902,8.8818,8.8915,0.016322,-0.0096296
0.0029136,-0.01668,7.0859,-0.0022458,0.015455,7.0809,7.0954,7.0855,-0.0024128,-0.01143
0.0073743,-0.0028098,7.1516,0.0057682,0.0045858,7.1648,7.1569,7.1407,-0.0083183,-0.0054966
0.0094996,0.018867,1.1184,-0.0044007,0.0059478,1.1212,1.108,1.1188,-0.0035274,0.01054
-0.0019874,-0.0042707,2.3638,0.010743,-0.018485,2.3313,2.3508,2.3425,-0.0008584,0.0020964
0.0052456,0.0026459,6.8841,0.0078677,-0.0033268,6.8843,6.8897,6.8813,0.0013863,-0.010486
0.0020726,0.0070342,2.8415,-0.00088921,-0.0073101,2.8306,2.8347,2.8286,-0.006642,-0.0051832
-0.0073465,-0.003987,3.4475,-0.004627,-0.00061944,3.482,3.4698,3.4706,-0.0074402,0.013416
-0.0024092,0.0058835,2.3854,0.0073166,0.0076478,2.3774,2.3934,2.4037,-0.0080939,-0.021968
0.0023073,-0.0074248,3.3442,-0.0065401,-0.0042443,3.3409,3.3329,3.3389,0.0099154,-0.00043424
-0.0010907,-0.009053,6.0018,-0.010756,0.015176,6.0095,6.0224,5.9928,0.0175,-0.0092705
0.0086435,0.0057125,4.6831,-0.0061931,0.0097577,4.7008,4.6806,4.7124,0.0058367,0.0047702
-0.0046071,0.0094619,6.6469,0.0030335,-0.0036357,6.6391,6.6621,6.6744,0.0031765,0.014045
-0.018581,0.022704,5.2316,0.0070204,0.0066607,5.2356,5.2344,5.2411,0.011229,0.0099737
-0.0098526,0.01064,4.9469,-0.018997,-0.013191,4.9309,4.9262,4.9372,0.0088578,0.0019756
0.014844,-0.01062,5.4272,-0.00066837,0.0025554,5.4153,5.4378,5.4066,-0.0090625,-0.0035423
-0.010212,0.01594,4.6338,-0.0073673,0.0049862,4.639,4.6452,4.6544,0.0044073,-0.0097148
-0.0064634,-0.020513,8.1901,0.0019606,0.0039873,8.1874,8.1964,8.1903,0.00093195,-0.010701
-0.0022131,-0.00033768,5.2328,-0.0028753,-0.0024262,5.2445,5.2591,5.2524,0.012055,-0.0032871
0.0044574,0.00068816,5.396,0.002796,0.014826,5.3998,5.4004,5.3845,0.013342,0.0027309
-0.00092907,-0.0069446,7.0972,0.005951,0.013898,7.104,7.117,7.1323,-0.001764,0.011735
