7.9634,0.0097156,-0.0079591,0.0053939,0.010206,-0.013434,-0.01923,0.0033379,-0.010544,0.00026164,7.9775,-0.0070596,7.9744,-0.01583,-0.011603,0.0036891,0.0071862,7.9825,0.004983,0.0076378
6.176,-0.0096374,-0.0054616,0.0072133,0.01949,-0.0070667,-0.019296,-0.00070245,-0.025247,-0.013404,6.19,0.011639,6.1846,-0.013335,0.004636,0.0054093,-0.0032523,6.1799,0.0024852,0.023198
6.2887,-0.0056802,-0.0042645,-0.0096723,0.010202,0.0088176,-0.01427,0.007377,-0.0066277,0.01562,6.2856,-0.0026505,6.2722,0.00096495,-0.0085295,0.0073364,-0.0037617,6.2618,-0.012064,-0.026855
6.2853,-0.0049627,0.017345,0.00028921,0.0052988,0.011137,-0.0037486,0.0098626,-0.0038136,0.011464,6.2959,-0.019768,6.3114,0.0040545,-0.0065775,0.013319,-0.0069467,6.2697,0.0067735,0.0096404
1.4678,-0.010752,-0.0017846,0.00019131,-0.0041089,-0.01196,-0.001507,0.0029587,-0.0015887,0.010021,1.4597,-0.00019101,1.4691,0.0085535,0.0070546,-0.014224,0.018354,1.4525,0.01637,-0.0076292
9.2099,-0.0025769,-0.0026402,0.0098226,0.0016279,0.00074949,0.0046739,-0.0029922,-0.001386,-0.001393,9.2244,-0.0038207,9.2085,0.015313,0.00090352,-0.0031116,0.016542,9.2233,-0.014366,-0.0014321
8.4656,-0.0041657,0.0069483,-0.0079277,-0.00013398,-0.0049238,-0.0094944,-0.0005033,-0.0070805,-0.00025145,8.4718,-0.0024602,8.4417,-0.0018942,0.015328,0.015885,-0.00565,8.4657,0.0022664,0.007348
6.3371,-0.016896,0.0034406,-0.0055713,0.0095143,-0.028047,-0.0026538,-0.0028411,-0.0002094,0.00058245,6.3345,0.0064012,6.3268,-0.018178,-0.0047687,-0.0019558,0.003717,6.334,0.012581,-0.0022613
4.8198,0.0054693,-0.0072045,-0.014408,-0.00010687,-0.0055138,0.0174,0.0039816,0.016924,-0.013948,4.8073,-0.019084,4.8274,0.0048726,-0.0010364,-0.0050538,-0.0046593,4.8025,0.0037253,-0.0053449
5.7191,-0.00061967,0.0062245,-0.011558,0.0067677,0.0070309,-0.0046887,0.0020975,-0.00041718,0.011264,5.6952,-0.014865,5.7077,0.013905,0.027562,-0.0046973,0.024076,5.705,0.0036804,-0.0011277
5.7282,0.011562,0.0045031,0.010193,-0.0039428,0.013874,-0.013336,-0.002112,0.0051654,0.0082163,5.719,-0.0015287,5.7195,0.0016463,0.0009889,0.006058,0.0072418,5.7285,-0.01062,0.012277
7.383,-0.0057377,-0.0027638,0.010104,0.012904,0.011432,-0.0032226,0.0090235,0.0067672,0.02003,7.3825,0.015254,7.385,0.0094964,-0.015767,-0.0074644,-0.0061836,7.3927,0.0051246,-0.0020189
4.7159,0.0001062,-0.0049647,0.0017977,0.003149,0.00042329,-0.0014662,-0.0095809,0.0020982,0.002338,4.7352,-0.017517,4.7226,-0.0067041,-0.0076629,0.00050476,0.010628,4.7458,0.0069858,-0.018955
4.7927,0.00055004,0.014279,-0.010902,-0.003944,-0.020884,-0.031986,-0.00070431,0.0094558,-0.0036457,4.8204,0.012877,4.7991,-0.01419,0.0033905,0.0072692,0.0046482,4.79,0.0037147,-0.0046294
4.1228,-0.0029194,-0.0045332,0.0053506,-0.0066944,0.0050913,0.0079727,0.020462,0.012021,0.0078636,4.0983,-0.010307,4.0989,0.012206,0.01283,0.0088532,0.019066,4.1088,0.0019114,0.0067319
4.933,-0.0029346,-0.0046763,0.0079058,-0.010444,0.020735,0.010216,-0.018569,0.0023794,-0.0094651,4.9448,-0.020339,4.9578,0.0026429,0.0070602,-0.010661,0.021872,4.9435,0.016211,0.011854
4.6097,-0.0055103,0.0042105,0.0084396,0.012648,0.0018384,0.014909,0.013609,0.015623,0.014036,4.6123,-0.0061362,4.5993,-0.0093662,-0.0054696,0.014282,0.0024407,4.6054,0.012993,-0.0015062
7.536,-0.00050388,0.0036946,0.0025895,0.0039978,-0.00347,-0.0033262,0.011652,0.014349,-0.0149,7.5368,-0.0026986,7.5483,0.012725,-0.0019278,-0.011147,-0.0041988,7.5411,0.0029062,-0.0071296
3.0805,0.017047,-0.0077235,-0.011202,-0.0069714,-0.010555,-0.0064619,0.01697,0.0031948,-0.00029478,3.0843,-0.0074933,3.089,-0.0018345,-0.018762,-0.0028563,2.4267e-005,3.0782,-0.011589,0.0024469
4.3486,0.013366,0.018699,-0.0057034,0.0029237,0.0028683,-0.011763,0.0022086,0.0077572,-0.0062092,4.3314,-0.0095526,4.3457,0.0031265,0.025393,-0.0021407,-0.0037539,4.3279,-0.0014486,0.0178
8.7863,0.018718,-0.0061379,-0.0021318,0.00033042,0.018013,0.0067777,-0.014802,-0.014581,-0.01317,8.8171,0.007081,8.832,0.018597,-0.011167,0.0022896,-0.010423,8.8115,0.0021724,-0.014207
4.3112,0.0012745,-0.0096329,0.006612,0.02067,-0.0026213,0.00018738,0.0042401,-0.00429,-0.0046527,4.3199,-0.013713,4.3284,-0.0011691,-0.0025838,-0.0053187,-0.0062958,4.3161,0.0038926,-0.011543
8.2204,0.00062605,-0.010025,0.019712,0.014787,0.021924,0.00052166,-0.0026479,0.0035649,-0.0057501,8.2247,0.0016157,8.2467,0.0068437,0.0032798,-0.014231,-0.0012422,8.2422,-0.0083294,0.0075033
4.5981,0.0012967,-0.0026062,0.0015189,-0.0098668,-0.0040901,0.00081371,0.0069996,0.0065105,-0.003591,4.6069,-2.7055e-005,4.5759,0.0090708,0.0071763,0.0055932,0.0095832,4.6109,0.0045986,0.015144
1.2115,0.0036271,-0.014203,0.012976,0.0032089,0.0049169,-0.005565,0.0079087,0.0017515,0.0014013,1.1839,0.002563,1.1756,0.0072603,-0.017944,-0.017763,0.0035244,1.1705,0.0033348,-0.0035869
4.5864,0.0035599,-0.0079309,-0.0013061,-0.0094334,0.0093564,0.0019653,-0.010856,0.0042494,0.0033203,4.5906,-0.001608,4.5827,0.011006,0.0078167,0.0073253,0.0064086,4.5879,-0.01678,-0.0029159
6.6702,-0.00061603,8.5306e-005,0.023901,-0.0067564,0.0033878,0.0091308,0.0049578,0.00064707,-0.0063104,6.689,0.0027224,6.6762,-0.0045638,0.0021542,-0.0051213,0.0068416,6.6774,0.0011768,0.010397
3.1672,0.00084667,-0.0017811,-0.0028745,0.0060714,0.00043287,0.001245,0.024842,-0.0034326,0.0049161,3.1795,-0.0059649,3.1712,-0.0021312,-0.0099673,0.0001212,0.019651,3.1735,0.0035798,-0.0043764
7.8124,-0.0056445,-0.0031896,-0.014671,-0.011304,0.012175,0.0017703,0.015688,0.0080704,0.0010748,7.8076,0.0052155,7.8143,0.002865,0.009104,-0.002188,0.019065,7.8169,0.011248,0.0073946
2.9735,-0.004109,0.0095593,-0.0072916,-0.025372,-0.00075808,0.024437,0.011367,-0.0053275,0.0035518,2.9756,-0.0087206,2.9658,-0.029996,0.0021631,0.0090607,0.0094598,2.9539,-0.011114,0.0014292
5.7351,0.0089797,-0.0048013,0.0023829,-0.006893,0.0023659,-0.0071371,-0.013029,-0.0046157,-0.014238,5.7594,0.00093019,5.7527,0.0025219,0.0099635,0.021851,-0.00054023,5.7331,0.00071437,0.0031508
4.1957,0.0022288,0.0017161,-0.016618,-0.0027373,0.0068956,0.010915,-0.0089117,0.00016856,0.00088111,4.1796,-0.009782,4.1691,0.0047822,-0.0054575,-0.0096502,-0.020368,4.1675,0.010317,0.0072168
4.6747,0.0063509,-0.0060958,0.020729,0.0050009,-0.0050594,0.01041,-0.010351,0.020338,6.9846e-005,4.6884,-0.0011096,4.6846,0.01259,-0.0061197,-0.012252,0.017556,4.6906,0.0054757,0.0074981
6.0558,0.010861,0.0076702,0.0036718,-0.0052195,-0.015497,-0.011466,0.00098017,-0.0054562,-0.018961,6.0586,0.0027112,6.0626,-0.017344,0.00043483,-0.00040208,-0.0097094,6.0448,0.025663,0.00014621
5.2691,-0.012041,0.011521,0.0012343,0.0093923,-0.0042106,-0.014131,-0.0030422,-0.0062494,-0.0033229,5.2672,0.0035631,5.258,-0.007891,0.0015757,-0.0045487,0.01275,5.2641,0.014005,0.015388
4.415,-0.011472,-0.024311,0.0077003,-0.019427,0.0044181,0.007643,-0.0099765,0.0069535,0.01419,4.3866,-0.020503,4.3839,-0.0075131,-0.020096,0.0087336,0.013582,4.4104,0.010791,0.0089672
4.3994,-0.0031508,-0.0047737,-0.0026305,0.00039543,0.015798,-0.008167,-0.0006762,0.012037,-0.0087848,4.4112,-0.033026,4.4116,0.003782,-0.020104,-0.015553,-0.0017334,4.4015,0.0006625,-0.02291
2.4605,-0.011361,-0.028358,0.0058812,-0.028848,-0.016438,-0.0092702,0.0021026,-0.030887,0.0030844,2.4404,0.003816,2.4407,-0.0058693,0.011098,0.010016,-0.012552,2.4581,0.0026061,-0.024885
5.1773,-0.0039094,0.0024312,-0.0012846,-0.0046048,0.012774,-0.0043282,0.0059984,-0.0019567,-0.011402,5.191,-0.0095811,5.1718,0.0026068,-0.0026877,0.016522,0.0024957,5.1527,-0.01432,-0.0043364
5.5134,-0.0042871,0.015163,0.0051546,-0.0099788,-0.0093031,-0.0045054,-0.00054028,0.02687,0.012533,5.516,-0.0086396,5.5001,-0.0087579,0.015544,0.022648,0.0014381,5.4952,0.00027717,0.0049415
5.4662,-0.012138,0.021012,0.020599,-0.0050642,0.0045372,-0.0016007,-0.0034302,-0.012371,-0.017673,5.4725,-0.00051942,5.4797,-0.029737,-5.2716e-005,-0.0093647,-0.016467,5.4666,0.016494,0.0015826
2.4473,0.0043196,0.016817,-0.0056945,0.0014942,0.0079675,0.015564,-0.0141,-0.0061189,0.029362,2.4643,-0.0034192,2.4473,0.0096539,0.0075129,-0.0015733,-0.013877,2.435,0.011661,-0.0081723
4.7462,-0.0079528,-0.015671,0.011287,-0.0033327,-0.0099502,-0.0094407,-0.010889,-0.0089699,0.014752,4.753,0.0090695,4.7494,-0.0054688,0.005482,-0.0021075,0.0067278,4.7542,-0.010094,0.0081916
6.4221,-0.010748,0.0069585,0.0082921,-0.0023228,0.012434,0.0069839,-0.00061093,0.014875,0.0023375,6.4149,-3.618e-005,6.4178,0.0044354,0.0074968,-0.0074547,0.005533,6.4213,0.004323,0.0033781
5.2919,-0.0011612,0.0039165,-0.0073559,0.0054687,0.0028452,0.010155,-0.013558,6.7513e-005,-0.00246,5.2929,0.012743,5.3083,-0.0047943,0.0019821,-0.0043259,-0.0096975,5.318,-0.017036,-0.015064
4.0941,-0.0088619,0.0048441,-0.0052629,4.7459e-005,0.0097699,-0.0021685,-0.0019564,0.0023933,-0.0071957,4.0954,0.011417,4.1178,-0.0032623,0.0052033,0.0090424,0.0040852,4.1202,-0.0078316,0.0064224
3.0808,-0.0076833,0.0038889,-0.0087922,-0.00058675,0.0043677,0.015454,-0.0023656,0.0075408,0.01371,3.0877,-0.016956,3.0882,-0.0099502,-0.016253,-0.00093072,0.0025298,3.0769,-0.021378,0.0068611
4.7067,0.0036178,-0.0020468,-0.003308,-0.017433,-0.022495,-0.0024522,0.00028481,-0.0050846,-0.0076121,4.7124,-0.005834,4.7164,0.0083421,-0.0098054,-0.0077053,-0.0052455,4.7275,-0.0025509,-0.0013633
