2.1405,-0.0023615,2.1346,-0.0094287,2.1316,-0.0081356,0.0012606,2.1371,2.1492,0.0026192
2.5252,-0.01569,2.5315,0.00056424,2.5148,0.020513,-0.021535,2.5365,2.5115,0.0031622
2.3574,-0.0085176,2.3612,-0.0051463,2.3832,-0.0041254,-0.021766,2.3698,2.3526,-0.0038481
3.0417,-0.0042082,3.0341,0.0051046,3.0495,-0.0058561,-0.0010957,3.0444,3.056,-0.0031154
6.851,0.028746,6.8635,0.0040466,6.8769,-0.0066467,-0.022605,6.8632,6.8429,0.010451
1.2364,0.0079755,1.2147,0.0024621,1.2463,-0.013037,0.0073191,1.2297,1.2384,-0.0064013
4.5065,0.0057432,4.5108,0.012392,4.4807,-0.0035494,-0.0038292,4.5146,4.5132,-0.0048415
-1.8589,-0.0034488,-1.8437,0.012083,-1.8789,-0.01015,0.0099143,-1.855,-1.8649,0.013884
4.6702,0.00097416,4.6854,-0.0044183,4.67,-0.0035489,0.004359,4.676,4.6818,-0.0035743
4.3165,-0.0097972,4.319,0.0047483,4.2963,-0.0048694,-0.01713,4.3055,4.2956,-0.01041
3.1171,0.0061203,3.0912,-0.001003,3.1093,0.0091038,-0.0030498,3.0952,3.1129,-0.016886
4.6959,-0.015279,4.6577,-0.030205,4.6565,-0.0049951,0.027567,4.672,4.6798,-0.018
7.013,-0.0081234,7.0078,-0.011829,7.0165,-0.0094354,0.016286,7.0242,7.0167,0.0032162
-0.51942,0.0030573,-0.52671,-0.0065602,-0.52318,0.0040182,-0.011712,-0.53847,-0.52639,0.010814
5.3582,-0.0015181,5.3769,-0.0022831,5.372,-0.0068351,-0.021443,5.3823,5.38,-0.01502
1.7883,0.010645,1.7868,0.005043,1.7712,-0.0039387,-0.010341,1.7896,1.7764,0.00026455
7.7582,0.013942,7.7435,-0.0027299,7.7274,-0.0038116,0.016316,7.7381,7.7616,0.0073126
5.1441,0.0099134,5.1498,-0.0094401,5.1408,-0.0038173,-0.01037,5.1417,5.1422,0.0042141
1.7125,0.009618,1.7013,0.0029657,1.7217,-0.018345,0.0053799,1.6973,1.717,-0.0048179
2.5203,0.016103,2.5061,0.012409,2.5157,0.013412,0.0033722,2.5175,2.5168,0.0059639
2.2855,0.0098124,2.2794,-0.0010956,2.2646,0.0067273,-0.006889,2.2863,2.2857,0.0022092
0.079537,0.0040908,0.12205,0.012554,0.10589,-0.0058712,-0.010753,0.096999,0.092441,0.0043069
3.4944,-0.00832,3.4938,0.0053571,3.483,-0.0035591,0.015948,3.4994,3.4697,0.0045102
3.3233,0.0030944,3.3251,-0.011299,3.3183,0.015159,-0.011772,3.3058,3.3342,-0.0017843
6.3676,0.0037059,6.3573,-0.013212,6.367,0.006115,-0.0062953,6.3656,6.3592,0.0067802
1.9594,-0.00054714,1.9752,-0.0023587,1.9577,0.0046687,0.018688,1.9566,1.9553,0.0014481
5.216,0.013377,5.2107,-0.020677,5.191,-0.005441,0.010749,5.1993,5.1862,5.5313e-005
0.59608,0.0050943,0.61357,0.014378,0.59525,0.0046497,0.00043193,0.59865,0.61208,-0.011357
6.5506,0.017418,6.5528,0.00016032,6.568,0.001711,-0.009282,6.5455,6.522,0.00084951
1.2555,0.0042155,1.2651,0.00061789,1.2307,-0.0054757,-0.012094,1.2473,1.261,-0.0012204
5.1041,-0.009131,5.1112,-0.014767,5.1132,0.0028579,0.012038,5.0987,5.1013,-0.0012512
7.2621,-0.0017265,7.278,0.0073538,7.2643,0.010659,-0.0018003,7.2683,7.2609,0.01395
1.8934,-0.00085278,1.8988,0.0062409,1.8778,0.0028851,0.0077823,1.8926,1.8895,-0.0073958
0.71765,0.0031943,0.70776,-0.021082,0.71555,-0.0090152,0.010608,0.72026,0.72964,0.0039976
2.3177,0.014297,2.3184,-0.0050906,2.2985,-0.010106,0.011728,2.3118,2.3226,0.0090888
1.228,-0.013345,1.2473,0.0060719,1.2316,-0.0067434,-0.010214,1.2218,1.2369,0.015007
-0.25351,-0.0015167,-0.27235,-0.01443,-0.24871,-0.021151,-0.0043664,-0.27519,-0.26242,0.01526
6.4266,-0.013025,6.4415,-0.0037973,6.4472,0.0029683,-0.019363,6.429,6.4461,-0.012412
9.5236,0.0055405,9.5154,-0.00065196,9.5156,-0.0044414,0.0028505,9.5075,9.5257,0.0059635
-0.52376,0.01107,-0.51001,0.010886,-0.52463,0.0019607,-0.0067563,-0.51972,-0.50279,-0.0075042
3.0444,-0.0066713,3.0293,-0.0032255,3.0501,-0.0057898,-0.010555,3.0172,3.0259,0.003627
8.5063,-0.014582,8.4863,-0.00184,8.4849,0.017774,0.0067792,8.5133,8.4961,0.0013326
3.2769,0.0055791,3.3039,0.0049952,3.289,0.0068227,-0.0076616,3.282,3.2731,0.0093335
2.5469,-0.0073112,2.5418,0.00087542,2.5587,0.00068318,-0.0058265,2.5426,2.5402,-0.0046849
-0.11102,-0.00036299,-0.10579,0.0098924,-0.092281,0.0081962,-0.004903,-0.099434,-0.098151,-0.00072887
5.6652,0.0050424,5.6739,0.011208,5.6763,0.0095119,0.00055459,5.6826,5.6892,-0.014803
1.6639,0.0061737,1.6498,-0.0019838,1.6438,-0.0060669,-0.0044659,1.6707,1.6546,0.0099001
1.7191,-0.0059769,1.7306,-0.0067628,1.7523,0.011613,0.0062253,1.711,1.7076,0.0018165
4.4532,0.0054707,4.4466,-0.0060379,4.4462,0.0079151,0.0046828,4.4347,4.4416,0.028702
3.3945,0.0042173,3.3813,0.0088363,3.3952,0.013744,-0.013687,3.399,3.3636,0.003259
