0.32211,0.27804,-0.38452,0.14871,0.9434,-0.21548,-0.50463,-1.5733,-0.84281,-1.8155,-0.16101,-0.10222,1.0631,-0.077855,0.36344,0.88807,0.49634,0.015585,-0.49564,-0.24922,-0.05111,-0.22661,-0.043394,0.93533,0.77893,0.24876,-0.74439,-0.32226,0.010111,0.099848,-0.4862,-0.81153,-0.66908,0.17235,-0.22341,-0.033157,0.33952,0.50226,-0.13352,-0.0070031,-0.068616,-0.14475,-0.17489,-0.86184,-0.10835,-0.043948,-0.65393,-1.1433,1.0047,-0.29383,0.18851,-0.52518,-0.38267,0.19478,0.6507,-0.4985,-0.4771,0.13161,-0.27366,-0.029535,0.31216,0.57504,0.3025,0.091303,-0.52192,0.40788,-0.11632,0.67744,-0.62062,0.36742,0.63157,-0.14291,-0.051928,-1.0311,0.12003,-0.11461,-0.075116,0.75685,0.61908,0.53838,0.45457,-0.72756,-0.7559,-0.020632,-0.43857,-0.25973,0.41574,0.22948,-0.11332,0.80114,-0.031782,0.33276,0.017845,-0.74802,0.46997,-0.015221,-0.20825,0.33617,-0.12435,-0.99114
-0.061918,-0.14029,-0.46834,0.66145,0.91658,-0.21441,-0.88237,-1.0233,0.073082,-0.45607,-0.49349,-0.023405,0.81059,-0.29769,0.19161,0.48274,0.15418,-0.14568,-0.27363,-0.42477,-0.29944,-0.4611,-0.33317,0.66671,0.21093,-0.46956,-0.2228,-0.34056,0.060094,0.59322,0.35515,-0.53294,0.0055938,-0.29003,0.11371,0.20936,-0.18764,0.48236,-0.80581,-0.26443,0.30358,-0.16522,-0.28554,-0.72877,0.35863,0.38422,0.043015,-1.4161,0.60764,-0.0033874,0.68862,-0.15718,-0.15053,-0.37532,0.80274,0.41633,-0.78707,0.4882,-0.44943,0.042325,0.67865,0.44169,0.70342,0.4271,-0.59683,0.51217,-0.30706,0.68326,-1.0131,0.68594,-0.012282,-0.56478,-0.10404,-1.3415,-0.2807,-0.69793,-0.024609,0.29206,0.10271,0.49262,0.15264,-0.38742,-0.43097,-0.077826,0.19431,-0.41756,0.34868,0.12604,-0.092541,1.1956,-0.020224,-0.0098204,-0.031071,-0.58229,0.77464,0.16598,-0.6116,-0.31696,0.53282,-0.83186
0.44993,0.44686,0.12147,0.54763,1.2873,-0.3313,-0.65897,-1.0844,-0.4392,-2.1235,-0.11792,-0.54238,0.48293,-0.55133,0.46088,0.35294,0.46028,-0.53748,-0.3141,0.18683,-0.17197,-0.020585,-1.1346,0.40436,0.71379,-0.54875,-1.0675,-0.3364,0.59528,-0.42796,0.31873,0.057455,-0.83937,-0.20775,-0.078591,0.6703,0.4851,0.37047,0.16271,-0.54803,0.11321,0.066794,-0.014912,-1.364,-0.4853,0.34314,0.032084,-1.1936,0.98747,0.25852,0.43479,-0.21398,-0.73319,-0.86973,0.74092,-0.45745,-0.084548,0.20772,-0.83685,-0.66571,0.18609,0.31471,0.85702,0.60481,-0.41989,0.51301,-0.11868,0.8247,-2.4202,0.75574,-0.13907,-0.36367,-0.29758,-0.90075,-0.27665,-0.66772,-0.58676,0.53228,0.37362,0.018352,-0.081566,-0.28732,-0.70312,-0.0043983,-0.18435,-0.36144,0.21044,0.55575,-0.57145,0.45368,-0.46153,0.069952,-0.17454,-0.91662,0.0030612,-0.42967,-0.032391,-0.24365,0.65913,-1.2098
-0.0032454,-0.14062,-0.24799,0.33255,0.62741,-0.34497,-0.61146,-1.1665,0.069891,-1.7254,-0.27472,-0.1276,0.69498,-0.24479,0.55311,0.52259,0.27814,-0.61898,-0.074732,-0.49571,-0.57948,-0.30008,-0.59156,0.28511,0.75638,-0.21386,-0.75661,-0.30743,0.15884,0.3147,0.021542,0.23454,-0.87889,-0.4349,0.27694,0.2155,0.46269,0.34269,0.15991,-0.11206,0.088279,0.22039,0.29371,-1.1021,-0.82824,0.33939,-0.077351,-1.4856,0.94858,0.018766,-0.24962,-0.36164,-0.95935,-0.32445,0.60199,0.01521,-0.56408,0.37298,-0.15542,-0.051584,0.12741,0.026573,1.1417,0.58851,-0.33225,0.35911,-0.46773,0.72535,-0.93559,0.031577,0.55422,-0.35855,0.095336,-0.97705,-0.49548,-0.17929,-0.098727,0.65084,1.1381,0.34885,0.77283,-0.48089,-0.48348,-0.010334,0.020075,-0.15434,-0.18914,0.021916,-0.52186,0.6983,-0.07076,0.37779,0.29214,-0.80945,0.46222,-0.37518,-0.28106,0.7249,0.0091964,-1.006
0.36202,-0.21999,-0.028128,0.8648,0.64446,-0.72932,-0.6757,-1.791,-0.50618,-3.0546,-0.68237,-0.29313,1.4199,-0.52608,-0.060572,0.11831,0.51585,-0.74173,-0.52656,-0.31199,-0.38394,-0.45287,-0.21785,0.43067,-0.063047,-0.53293,-0.62416,-0.26982,0.1139,0.33359,-0.36528,0.044078,-0.56484,0.15009,-0.47085,-0.17,-0.15859,0.022226,0.3654,-1.0209,0.40052,-0.056614,-0.62715,-1.5549,-0.78993,-0.10762,-0.27335,-1.4999,0.78469,0.18695,0.61484,-0.3825,-0.80596,-0.48474,0.96571,-0.076803,-0.30499,-0.015092,-0.74612,-0.091245,-0.25545,0.079091,0.36033,0.12021,-0.64125,-0.031574,-0.14134,0.7793,-1.9432,0.99934,0.6834,-0.046175,-0.26912,-0.72003,-0.32836,-0.60632,-0.069044,0.96363,0.44003,0.13247,0.47028,-0.3186,-0.52854,0.055992,-0.75636,0.012236,-0.41828,0.19608,-0.62902,0.67576,-0.70787,0.30593,-0.091022,-0.68159,0.80629,-0.2687,-0.444,-0.027045,0.25997,-1.2144
0.048026,0.22067,-0.19363,0.83916,0.55918,-0.48048,-1.2624,-0.90192,-0.6268,-1.8076,-0.0035549,-0.8576,1.2731,-0.77329,-0.18304,0.37056,0.68219,-0.46011,0.044955,0.21517,-0.17826,-0.19419,-0.12882,0.63038,0.27786,-0.73151,-0.47144,-0.27333,-0.0068222,-0.12544,-0.74336,0.12024,-0.93929,0.063593,-0.5105,0.41466,-0.51235,0.76501,0.044858,-0.089465,0.26739,-0.027177,-0.68041,-1.2729,-0.16813,-0.00015159,0.17513,-1.4122,1.3899,-0.42933,0.8672,-0.8144,-0.48579,-0.38391,0.75916,-1.0624,-0.35492,-0.1973,-0.97773,-0.74093,-0.034891,0.73646,0.32513,0.70203,-0.36379,0.40835,0.46052,0.86277,-1.2845,0.80627,-0.0013794,0.26795,0.17295,-1.0525,0.031786,-0.067638,-0.2194,0.28804,0.34187,0.601,0.25862,-0.43319,-0.73338,0.24026,-0.0063878,-0.23947,0.52781,-0.014723,-0.25269,0.34649,-0.20452,0.30603,0.39268,-0.30736,1.0553,-0.038695,-0.080176,0.1815,0.053481,-1.1799
0.11218,0.33707,-0.44874,0.29073,0.83041,0.064444,-0.38094,-1.2059,-0.77914,-2.6723,-0.60143,-0.43082,0.87312,-0.56138,0.21161,0.79121,0.80864,-0.73156,-0.16634,-0.089877,-0.18077,0.014125,-0.92851,0.72871,0.43827,-0.5893,-0.67265,-0.35039,0.0082655,-0.062336,-0.38528,-0.48857,-1.0696,-0.21758,-0.093712,-0.099696,0.25273,0.95967,-0.17521,-0.231,0.063489,-0.095333,-0.26055,-1.3157,-0.24022,0.24258,0.43091,-1.5789,1.205,0.23741,0.34346,-0.37424,-0.39738,-0.71431,0.43885,-0.38725,-0.39439,0.087336,-0.80586,-0.74637,0.5482,0.38626,0.95851,0.64717,-0.92713,0.40563,-0.079258,1.2298,-1.8514,0.4987,0.15019,-0.34814,0.51339,-1.1164,-0.70365,-0.56424,-0.39653,0.43564,0.54134,0.23737,0.27147,-0.59455,-0.36594,0.16,-0.044406,-0.077495,0.40304,0.090314,-0.15234,0.63924,-0.31785,0.29544,-0.15564,-0.75182,0.52646,0.42607,-0.31165,-0.06754,-0.33987,-1.2495
0.65563,-0.0079654,0.56027,0.57322,0.92953,-0.40531,-0.37419,-1.5848,-0.095633,-1.916,-0.086565,-0.21972,0.87896,-0.67119,0.57982,0.10166,0.4998,-0.75508,-0.27879,-0.43569,-0.63515,0.12288,-1.4899,0.59131,0.13661,-0.19053,-1.0228,-0.33931,0.037527,0.37424,-0.55175,0.0077023,-0.4298,0.136,-0.56928,0.089323,-0.06956,0.4526,0.23502,-0.47085,0.62914,0.2257,-0.886,-1.5344,-0.91125,-0.042559,-0.74855,-1.4007,1.2255,-0.335,0.11868,-0.45612,-0.33859,-0.17458,1.0291,0.14765,0.094014,-0.08713,-0.75209,-0.41928,0.20707,0.78448,0.9227,0.69603,-0.55835,0.51268,-0.38403,0.815,-1.6117,0.43861,0.27775,-0.31947,0.050957,-0.92138,-0.51198,-0.59933,-0.28003,0.73126,0.54235,0.19777,0.11533,-0.25442,-1.0217,0.24516,0.38788,-0.049079,0.12289,-0.41336,-0.93806,0.9222,-0.20707,-0.011352,0.35099,-0.93724,0.36048,0.32266,-0.63451,0.62487,0.065672,-0.42952
-0.2343,0.43857,0.024043,-0.26799,1.1662,-0.44557,-0.87134,-1.4092,-0.31161,-1.0152,-0.089747,0.045106,0.69697,-0.43905,0.45143,-0.047551,0.99375,-0.077164,-0.13193,-0.0467,-0.69753,-0.10035,-1.0341,0.45894,0.055513,-0.31744,-0.92035,-0.78693,-0.13245,0.29468,-0.21904,-0.2108,-0.62366,-0.50702,-0.27688,0.2154,0.20055,0.52822,0.35884,0.073116,0.27887,-0.19497,-0.0082599,-1.2697,0.055181,0.44579,0.24955,-1.242,1.197,0.10783,-0.37506,-0.20376,-0.89962,-0.762,0.65439,0.23657,-0.45727,0.33944,-1.3227,-0.3464,0.88792,0.57654,0.99975,0.47278,-0.62333,0.4974,-0.72189,0.96021,-1.0431,0.53725,-0.040653,-0.38891,-0.050735,-1.6897,-0.68006,-0.28478,-0.44762,0.74795,0.9555,0.35717,0.50163,-0.31221,-1.0017,-0.16666,-0.13021,0.0796,0.50192,0.31453,-0.33231,0.95194,-0.53449,-0.16692,-0.49047,-0.91922,0.12678,0.14106,-0.62988,0.30166,0.057451,-1.3974
0.2055,0.11454,-0.20702,0.73,0.54416,-0.4552,-1.1765,-1.1386,-0.47314,-2.4274,-0.11351,-0.3818,0.64772,-0.72662,0.087836,0.41205,0.86946,-0.39867,-0.15246,-0.20013,-0.36046,0.023555,-0.4057,0.62916,-0.29138,-0.29678,-0.51367,-0.08184,0.081914,-0.18464,-0.48329,-0.12366,-0.37541,-0.37766,0.40694,0.69297,0.11899,-0.2135,0.26272,-0.13443,0.02023,-0.21626,-0.39621,-0.79248,-0.63938,0.32034,-0.090049,-1.3677,0.90406,-0.086721,0.64817,-0.36614,-0.37239,-0.84815,0.73557,-0.43604,-0.6415,-0.16029,-0.63784,-0.83034,-0.13762,0.69616,0.74833,0.40305,-0.4188,0.13287,-0.1416,0.55204,-1.8709,0.42214,0.066573,0.010189,0.25148,-0.52675,-0.030155,-0.098838,-0.59992,0.69281,0.64268,-0.2714,0.63778,-0.44053,-0.39676,-0.22715,-0.090038,-0.76439,-0.028054,0.26096,-0.11075,0.5749,-0.35189,-0.0055314,-0.1073,-0.64405,0.76687,0.21395,-0.2654,-0.19845,0.014728,-0.41455
